player,team,pos,att,att_by_g,yds,avg,yds_by_g,td,lng,first,first_percentage,twnety_plus,forty_plus,fum
Joe Banyard,JAX,RB,2,2.0,7.0,3.5,7.0,0.0,7,0.0,0.0,,0.0,0.0
